x1,x2,x3,Class
-1.9, 0.839, 0.382,bkg
0.359, 1.74, 1.29,sig
0.372, -1.58, 0.737,bkg
1.36, -0.153, 1.39,sig
-0.744, 0.0686, 0.173,bkg
0.694, 0.647, 1.7,sig
-1.47, -0.686, 1.98,bkg
0.252, 0.961, 0.0908,sig
2.18, -3.24, 0.561,bkg
2.47, -1.76, 0.334,sig
-2.21, 1.86, 1.17,bkg
0.751, 0.229, 0.292,sig
-2.2, 0.636, 0.811,bkg
0.7, 0.116, 1.83,sig
-1.71, -0.0864, 1.42,bkg
0.285, 1.44, 1.43,sig
-1.5, 0.216, 1.46,bkg
2.63, -1.05, 1.58,sig
-1.45, 0.1, 1.75,bkg
1.98, -0.225, 0.0776,sig
-1.01, -0.0338, 1.39,bkg
0.856, 0.842, 1.32,sig
-0.126, -1.03, 0.621,bkg
0.621, 0.107, 1.5,sig
-2.56, 2.1, 1.74,bkg
0.0711, -0.508, 0.635,sig
-1.25, -0.689, 0.0966,bkg
0.197, 0.948, 1.16,sig
-2.25, 0.367, 0.946,bkg
1.46, 0.138, 1.3,sig
-2.49, 2.02, 0.166,bkg
1.16, -0.0129, 1.83,sig
0.941, -3.84, 1.59,bkg
0.71, 0.939, 1.02,sig
-1.48, 0.802, 1.51,bkg
2.45, -1.31, 1.41,sig
-2.19, 1.43, 0.689,bkg
0.47, 0.753, 0.892,sig
-0.946, -0.477, 1.31,bkg
1.23, 0.339, 1.47,sig
-1.9, 0.441, 1.68,bkg
2.17, -1.19, 1.87,sig
-1.07, -0.632, 1.38,bkg
1.19, 0.161, 0.582,sig
-0.199, -1.1, 0.365,bkg
0.851, 1.14, 0.567,sig
-0.167, -0.858, 0.977,bkg
1.22, -0.514, 0.493,sig
0.458, -1.32, 1.15,bkg
1.13, -0.0258, 0.986,sig
-2.38, 1.26, 0.00601,bkg
3.3, -1.38, 1.43,sig
-0.55, -1.42, 0.713,bkg
2.6, -1.75, 1.86,sig
-1.38, 0.127, 1.74,bkg
1.1, 0.846, 0.192,sig
-0.75, 0.088, 0.217,bkg
1.08, 0.162, 0.883,sig
0.543, -1.48, 0.589,bkg
0.138, 0.766, 0.517,sig
-1.29, -0.771, 0.238,bkg
0.245, 1.42, 1.23,sig
-0.489, 0.0318, 0.431,bkg
0.168, 1.16, 1.33,sig
1.17, -2.52, 0.762,bkg
0.59, 0.253, 1.06,sig
-1.74, 0.743, 1.64,bkg
2.88, -1.33, 1.52,sig
1.05, -2.54, 1.58,bkg
1.12, 0.0951, 1.52,sig
0.87, -1.84, 0.546,bkg
0.989, -0.534, 1.59,sig
-0.356, -0.686, 0.437,bkg
2.01, -0.89, 1.63,sig
-1.32, 0.459, 0.687,bkg
1.8, -0.473, 2.0,sig
0.48, -1.53, 1.18,bkg
0.824, -0.0461, 0.289,sig
-1.48, -0.0337, 0.654,bkg
-0.387, 1.8, 2.0,sig
-0.569, -0.357, 0.732,bkg
1.4, -0.429, 1.94,sig
-2.73, 2.17, 1.54,bkg
1.01, 0.192, 0.506,sig
-1.94, 0.909, 0.848,bkg
0.555, 0.21, 1.82,sig
-1.08, 0.86, 1.77,bkg
0.634, -0.0583, 0.758,sig
-1.15, 0.633, 1.98,bkg
0.199, 1.24, 0.0794,sig
-0.309, -0.832, 0.778,bkg
-0.19, 0.963, 0.022,sig
0.303, -2.0, 1.7,bkg
-1.77, 2.26, 0.0408,sig
-0.274, -0.945, 0.746,bkg
1.31, 0.182, 0.659,sig
1.14, -1.7, 1.54,bkg
0.46, 0.385, 1.84,sig
-2.43, 0.836, 1.92,bkg
0.875, 1.24, 0.687,sig
-2.15, 1.81, 0.65,bkg
1.3, 0.321, 1.68,sig
-2.26, 0.645, 0.751,bkg
1.55, 0.326, 0.196,sig
-0.516, -1.03, 1.27,bkg
2.2, -0.408, 1.61,sig
-2.33, 1.83, 0.273,bkg
1.15, -0.0285, 0.00515,sig
-0.938, 0.361, 1.0,bkg
-0.44, 1.49, 0.771,sig
-2.01, 0.23, 0.164,bkg
2.6, -2.15, 1.85,sig
-0.668, -1.35, 0.979,bkg
1.23, -0.399, 0.548,sig
-0.478, -1.36, 1.87,bkg
2.34, -0.117, 1.46,sig
-1.7, 0.699, 1.58,bkg
0.71, -0.157, 0.94,sig
-2.69, 0.745, 1.6,bkg
0.268, 1.47, 0.816,sig
0.189, -2.43, 0.816,bkg
1.03, 0.393, 1.13,sig
-1.32, 0.0259, 1.22,bkg
-0.0409, 1.54, 0.609,sig
-1.34, 1.36, 0.514,bkg
-0.0115, 1.84, 1.56,sig
-0.947, 0.139, 0.619,bkg
1.89, -0.202, 0.0937,sig
0.656, -1.8, 0.423,bkg
2.58, -1.79, 1.83,sig
-0.546, -1.09, 1.12,bkg
0.174, 1.58, 0.617,sig
-1.03, -0.00474, 0.016,bkg
-1.77, 2.16, 1.81,sig
-0.921, -0.461, 0.00813,bkg
2.11, -1.23, 0.608,sig
-3.66, 2.75, 1.03,bkg
2.54, -1.98, 1.27,sig
-1.38, 0.708, 0.542,bkg
1.12, 0.204, 0.389,sig
-0.838, -1.77, 1.39,bkg
2.41, -0.798, 0.0341,sig
-1.69, 1.39, 0.355,bkg
1.55, 0.379, 0.458,sig
-1.87, 1.01, 0.23,bkg
2.17, -0.644, 0.0349,sig
-1.49, 1.12, 1.9,bkg
-0.222, 1.0, 0.0248,sig
-0.916, 0.191, 1.87,bkg
0.608, -0.531, 0.444,sig
-0.987, 0.11, 1.76,bkg
0.527, 0.211, 0.969,sig
-1.01, 0.483, 0.58,bkg
0.421, 0.308, 1.77,sig
-2.91, 0.332, 1.44,bkg
1.2, 0.278, 0.693,sig
-2.4, 0.871, 1.36,bkg
0.577, 0.221, 1.03,sig
-0.37, -1.24, 1.45,bkg
1.74, -0.92, 1.13,sig
-0.00949, -1.09, 0.752,bkg
3.95, -3.07, 0.819,sig
-1.56, -0.583, 0.0327,bkg
0.08, 1.32, 0.674,sig
-1.24, -1.3, 1.21,bkg
0.878, 0.695, 1.55,sig
-0.41, -0.812, 0.779,bkg
0.171, 0.749, 1.03,sig
-0.749, 0.341, 0.838,bkg
1.35, -1.08, 1.95,sig
-0.0377, -0.079, 1.73,bkg
0.0807, 1.1, 0.748,sig
-1.03, 0.305, 0.484,bkg
-0.387, 2.04, 0.916,sig
0.361, -1.43, 1.72,bkg
0.323, 1.19, 1.99,sig
-3.34, 1.65, 0.184,bkg
-0.286, 1.24, 1.58,sig
0.537, -2.0, 0.842,bkg
2.56, -1.07, 1.19,sig
-0.962, -0.425, 1.94,bkg
0.864, -0.381, 0.702,sig
-0.518, -1.07, 1.12,bkg
0.988, -0.467, 0.0808,sig
-0.266, -1.02, 0.496,bkg
-0.99, 3.21, 0.697,sig
-0.873, 0.547, 1.55,bkg
1.76, -1.06, 0.0725,sig
0.383, -2.67, 1.39,bkg
0.642, -0.217, 1.68,sig
-0.826, 0.0812, 0.274,bkg
0.686, 0.493, 0.513,sig
0.0869, -1.41, 0.0675,bkg
1.32, 0.643, 1.27,sig
-0.801, 0.073, 1.0,bkg
0.708, -0.232, 1.72,sig
-1.18, 0.0713, 0.512,bkg
2.09, -0.769, 1.54,sig
-0.731, -0.53, 1.09,bkg
2.64, -1.24, 0.622,sig
-1.85, 0.485, 1.82,bkg
1.01, 0.494, 0.629,sig
-1.67, -0.365, 0.356,bkg
1.63, -0.212, 0.037,sig
-1.63, 0.109, 0.373,bkg
2.17, -0.666, 0.955,sig
-0.654, -1.06, 1.43,bkg
0.836, 0.0389, 1.97,sig
-1.04, -0.312, 1.26,bkg
-0.593, 0.748, 1.81,sig
0.166, -1.13, 1.79,bkg
2.44, -1.51, 0.45,sig
-1.6, -0.0867, 1.29,bkg
0.886, 0.852, 1.97,sig
-1.13, -0.643, 0.525,bkg
1.28, 0.457, 1.13,sig
-2.02, 0.525, 1.6,bkg
1.63, 0.525, 0.946,sig
-0.89, 0.128, 1.79,bkg
1.92, -0.751, 0.829,sig
-0.975, -0.764, 0.151,bkg
2.32, -1.66, 0.671,sig
-0.553, 0.0744, 1.66,bkg
0.72, 0.884, 0.491,sig
-1.03, -0.171, 1.51,bkg
-0.211, 1.78, 0.925,sig
-0.419, -0.511, 1.75,bkg
-0.37, 1.46, 0.599,sig
-0.332, -1.27, 0.937,bkg
0.0706, 1.3, 0.239,sig
-0.478, -0.716, 0.831,bkg
2.05, 0.074, 1.25,sig
-0.683, 0.0716, 1.36,bkg
1.5, -0.823, 1.75,sig
-1.33, 0.648, 0.665,bkg
0.541, 1.02, 0.425,sig
-2.08, 0.229, 1.88,bkg
2.1, -0.576, 0.845,sig
-0.303, -0.642, 1.98,bkg
0.704, 0.726, 1.6,sig
-0.687, -1.11, 1.97,bkg
0.191, 0.959, 0.958,sig
0.139, -1.17, 1.23,bkg
1.45, -0.453, 1.72,sig
-0.958, -0.269, 1.99,bkg
1.18, -0.591, 1.33,sig
-0.121, 0.164, 1.86,bkg
0.0956, 0.807, 1.03,sig
-1.47, 0.405, 0.851,bkg
1.37, -0.122, 1.62,sig
-2.12, 0.66, 0.592,bkg
-0.268, 1.71, 1.44,sig
-2.14, 0.982, 0.611,bkg
0.113, 1.36, 0.178,sig
-2.53, 0.806, 0.675,bkg
0.524, 0.124, 1.58,sig
0.762, -1.67, 0.0339,bkg
0.286, 0.963, 0.871,sig
-1.62, -0.0286, 1.48,bkg
1.15, 0.512, 1.47,sig
0.575, -1.69, 1.38,bkg
1.43, 0.298, 1.73,sig
-1.42, 0.672, 1.22,bkg
3.27, -1.94, 1.33,sig
-0.353, -0.147, 0.806,bkg
1.9, -0.803, 1.86,sig
-0.27, -0.454, 0.293,bkg
1.13, -0.298, 1.3,sig
-0.952, -0.692, 0.772,bkg
0.963, -0.113, 0.171,sig
-2.32, 1.11, 1.4,bkg
0.319, -0.106, 1.7,sig
0.702, -2.41, 0.856,bkg
-0.822, 1.6, 1.89,sig
-0.547, -0.59, 1.59,bkg
1.92, -1.16, 1.4,sig
-2.03, 1.63, 1.09,bkg
0.0428, 1.24, 1.43,sig
-2.42, 1.16, 0.642,bkg
0.584, -1.27, 1.5,sig
0.000474, -1.48, 1.14,bkg
2.2, -0.455, 1.87,sig
-1.26, -0.084, 0.87,bkg
-0.000697, 1.47, 0.781,sig
-1.56, 0.409, 1.39,bkg
2.3, -0.671, 0.723,sig
-0.588, 0.0709, 1.67,bkg
1.47, -0.376, 1.88,sig
-2.01, 0.534, 1.03,bkg
-0.484, 1.04, 0.144,sig
0.825, -2.49, 0.107,bkg
1.2, 0.066, 1.65,sig
0.541, -1.23, 0.628,bkg
-0.0367, 1.4, 1.06,sig
0.119, -1.83, 0.718,bkg
0.585, 0.768, 0.627,sig
-1.41, 0.252, 0.034,bkg
1.34, 0.504, 1.51,sig
-1.95, 0.498, 1.79,bkg
2.72, -2.35, 1.88,sig
0.246, -1.51, 1.81,bkg
0.769, -0.708, 0.555,sig
-2.14, 1.62, 0.599,bkg
0.479, 0.652, 0.125,sig
-0.0558, -1.67, 1.72,bkg
1.97, -1.13, 1.09,sig
-1.29, 0.407, 0.707,bkg
4.09, -3.42, 0.359,sig
1.05, -1.8, 0.355,bkg
-0.0387, 1.01, 1.42,sig
0.962, -2.15, 1.85,bkg
0.887, 0.251, 0.227,sig
1.45, -1.72, 1.22,bkg
2.55, -0.344, 0.487,sig
-2.77, 1.63, 1.51,bkg
0.899, 0.352, 0.84,sig
-0.607, -0.594, 1.24,bkg
0.0195, 1.85, 1.1,sig
-0.526, -1.43, 0.939,bkg
0.498, 0.816, 1.37,sig
0.292, -2.54, 1.91,bkg
-0.357, 1.92, 0.123,sig
-1.57, 0.565, 1.07,bkg
0.552, 0.277, 1.61,sig
-0.87, -0.606, 1.15,bkg
1.91, 0.131, 0.742,sig
0.64, -1.31, 0.442,bkg
2.1, 0.331, 1.89,sig
-0.789, -0.0742, 0.75,bkg
2.05, -1.57, 1.35,sig
-1.82, 0.432, 0.81,bkg
2.27, -1.5, 0.99,sig
-3.05, 2.0, 1.5,bkg
0.398, 0.281, 0.143,sig
0.202, -1.75, 0.367,bkg
2.26, -1.08, 1.95,sig
-0.133, -0.925, 1.37,bkg
0.0625, 1.08, 1.24,sig
-2.37, 2.22, 1.79,bkg
2.11, -1.8, 1.89,sig
-0.738, -0.507, 1.46,bkg
0.0643, 0.765, 0.746,sig
-2.73, 0.735, 1.29,bkg
0.741, 1.21, 1.94,sig
-0.897, 0.0911, 1.22,bkg
1.82, -1.23, 0.38,sig
0.696, -1.26, 0.135,bkg
0.116, 0.612, 0.866,sig
-0.221, -0.924, 1.23,bkg
0.269, 1.27, 0.184,sig
-0.456, -0.471, 1.23,bkg
-2.21, 4.29, 1.41,sig
-0.356, -0.139, 0.242,bkg
1.87, -0.711, 1.76,sig
-0.2, -1.46, 1.47,bkg
1.3, -0.438, 1.11,sig
-0.481, 0.729, 0.314,bkg
0.561, 0.921, 0.601,sig
-1.34, 0.559, 1.78,bkg
1.69, -0.121, 1.74,sig
0.219, -1.75, 1.03,bkg
-0.671, 2.12, 0.0939,sig
-0.896, -0.604, 0.321,bkg
-0.678, 2.79, 0.603,sig
-0.0617, -1.3, 0.714,bkg
2.63, -1.58, 0.399,sig
-0.712, 0.0034, 0.424,bkg
0.564, 1.12, 0.443,sig
0.986, -1.74, 1.83,bkg
2.45, -1.19, 0.48,sig
0.993, -2.13, 1.79,bkg
1.38, 0.0825, 0.273,sig
-1.24, 0.0868, 0.988,bkg
2.78, -1.9, 0.0731,sig
1.1, -0.996, 1.32,bkg
-0.404, 1.1, 1.58,sig
-0.941, -0.113, 0.518,bkg
1.49, -0.268, 0.317,sig
-0.858, 0.0417, 1.52,bkg
-0.851, 2.33, 1.18,sig
0.0606, -0.49, 0.946,bkg
1.67, -1.07, 0.391,sig
0.897, -2.1, 0.348,bkg
-0.263, 1.24, 1.92,sig
-0.62, -0.415, 1.91,bkg
-0.133, 0.612, 1.49,sig
-2.1, 0.849, 1.57,bkg
1.72, -0.237, 0.286,sig
-1.27, 0.714, 0.0713,bkg
1.77, -0.103, 1.88,sig
0.0323, -1.2, 0.728,bkg
1.08, -0.223, 1.0,sig
-1.46, 0.515, 0.614,bkg
0.758, 0.658, 0.149,sig
-0.11, -1.54, 1.39,bkg
-0.452, 1.89, 1.19,sig
-1.89, 0.684, 1.91,bkg
1.16, -0.202, 0.199,sig
0.197, -1.05, 1.34,bkg
1.19, 1.08, 1.74,sig
-1.49, 1.5, 1.83,bkg
0.941, -0.235, 0.415,sig
0.604, -1.82, 0.535,bkg
2.89, -0.952, 1.27,sig
-0.0395, -0.968, 0.605,bkg
2.45, -1.42, 0.458,sig
-0.341, -1.36, 0.528,bkg
0.877, 0.215, 0.549,sig
-1.37, -0.035, 0.335,bkg
1.77, -0.418, 1.49,sig
-1.7, -0.555, 0.0477,bkg
2.43, -1.64, 1.43,sig
-2.0, 0.374, 0.88,bkg
2.89, -1.89, 1.68,sig
-1.28, -0.108, 1.95,bkg
0.236, 0.928, 1.48,sig
-2.67, 1.34, 1.74,bkg
1.57, -1.7, 1.63,sig
-1.37, 0.451, 0.44,bkg
0.263, 1.21, 0.269,sig
1.61, -2.76, 0.594,bkg
0.368, 0.435, 0.702,sig
-1.18, -0.403, 1.77,bkg
2.26, -0.799, 0.314,sig
-1.68, 0.0159, 0.589,bkg
-3.15, 4.25, 1.52,sig
-2.99, 1.49, 0.61,bkg
-0.0745, 1.84, 1.95,sig
-1.19, 0.0674, 0.867,bkg
4.64, -3.32, 1.67,sig
-1.21, 0.701, 1.97,bkg
3.22, -2.65, 1.02,sig
-1.16, -0.918, 1.94,bkg
0.787, 0.526, 1.12,sig
-0.0339, -0.88, 1.26,bkg
1.4, 0.437, 1.99,sig
-1.73, 0.734, 1.49,bkg
4.06, -3.27, 0.888,sig
-1.4, -0.3, 0.421,bkg
1.49, -0.783, 1.46,sig
0.441, -1.76, 0.235,bkg
-1.03, 1.86, 1.94,sig
-0.947, -0.196, 1.24,bkg
0.107, 0.439, 1.26,sig
-0.997, -0.0809, 0.934,bkg
2.66, -0.813, 1.47,sig
0.36, -1.63, 0.201,bkg
1.43, -0.0284, 0.892,sig
-0.911, 0.0928, 1.47,bkg
-1.35, 2.55, 0.842,sig
-0.714, -0.801, 0.794,bkg
0.751, 0.905, 1.71,sig
-0.851, -0.235, 0.656,bkg
-0.82, 1.98, 0.0598,sig
-0.878, -0.613, 0.62,bkg
-0.0519, 0.805, 1.45,sig
1.59, -2.51, 1.49,bkg
0.799, 0.344, 0.467,sig
-0.912, 0.293, 0.184,bkg
0.421, 0.607, 1.3,sig
-1.18, 0.648, 1.29,bkg
1.92, -0.883, 0.922,sig
-1.31, 0.33, 1.52,bkg
1.76, 0.486, 0.107,sig
-1.49, 0.108, 1.94,bkg
0.245, 0.513, 0.298,sig
0.449, -1.5, 0.901,bkg
0.193, 1.0, 1.14,sig
-1.47, 0.021, 1.35,bkg
-0.421, 2.31, 0.92,sig
-1.22, 0.616, 1.27,bkg
1.42, -0.428, 1.59,sig
-0.299, -0.976, 1.52,bkg
1.9, -1.2, 0.699,sig
-0.458, -0.969, 1.86,bkg
-0.201, 0.582, 1.49,sig
0.337, -1.7, 1.96,bkg
2.15, -0.912, 1.19,sig
-1.8, 0.582, 1.38,bkg
-0.0271, 1.4, 0.974,sig
-1.93, 0.498, 0.279,bkg
-0.589, 0.744, 1.97,sig
-0.784, -0.116, 1.17,bkg
1.39, -0.159, 0.694,sig
-0.613, -1.13, 0.948,bkg
2.0, -1.36, 1.73,sig
-0.97, 0.652, 1.65,bkg
2.52, -1.78, 0.942,sig
-1.3, 0.0328, 1.2,bkg
1.42, -0.532, 0.849,sig
0.311, -1.14, 0.56,bkg
-0.216, 1.16, 0.989,sig
-2.8, 1.19, 0.389,bkg
-0.285, 1.91, 1.38,sig
-2.2, 1.74, 0.0482,bkg
1.2, 0.399, 0.203,sig
-0.138, -1.47, 1.81,bkg
1.3, 0.887, 0.17,sig
-0.361, -0.823, 0.442,bkg
0.823, 1.21, 0.852,sig
-2.38, 1.28, 0.183,bkg
-0.762, 1.77, 1.51,sig
-0.825, -0.31, 1.66,bkg
2.53, -1.89, 1.24,sig
1.4, -2.56, 1.66,bkg
-0.859, 2.32, 1.27,sig
-1.3, 0.0156, 1.19,bkg
0.173, 1.67, 0.919,sig
1.33, -2.35, 1.01,bkg
1.02, 1.06, 0.995,sig
-2.52, 0.284, 1.55,bkg
0.988, -1.04, 0.0513,sig
-0.893, -0.33, 0.181,bkg
2.96, -2.48, 0.434,sig
-2.16, 1.06, 1.45,bkg
-0.631, 1.46, 0.338,sig
-1.45, 0.277, 0.452,bkg
1.57, -0.331, 0.244,sig
-2.15, 1.84, 0.899,bkg
-0.624, 1.62, 0.235,sig
-1.27, 0.177, 1.46,bkg
1.49, -0.429, 0.108,sig
-1.41, 0.433, 0.964,bkg
0.918, 0.379, 0.275,sig
-1.3, 0.49, 1.98,bkg
0.787, 0.599, 1.19,sig
0.516, -1.13, 0.534,bkg
1.36, -0.206, 1.36,sig
-0.255, -0.0848, 1.93,bkg
2.78, -1.56, 0.838,sig
-0.437, -0.859, 1.82,bkg
1.63, -0.377, 1.18,sig
-2.72, 1.45, 0.732,bkg
1.14, -0.219, 0.731,sig
-0.276, 0.0861, 0.475,bkg
3.39, -2.21, 1.22,sig
-2.17, 0.828, 1.66,bkg
0.579, 1.41, 0.741,sig
-0.212, -1.24, 1.03,bkg
1.77, 0.174, 1.29,sig
-0.326, -1.06, 0.35,bkg
1.29, 0.155, 0.881,sig
-2.97, 1.9, 0.14,bkg
0.234, 0.643, 1.34,sig
-1.32, -0.201, 0.832,bkg
0.56, -0.018, 1.21,sig
-2.35, 0.673, 1.18,bkg
2.62, -0.942, 0.342,sig
-1.08, -0.524, 1.44,bkg
2.89, -0.778, 0.806,sig
-0.642, -0.697, 0.24,bkg
1.44, -0.629, 1.95,sig
-1.45, 0.0998, 0.796,bkg
0.614, 1.47, 1.31,sig
-1.44, -0.307, 0.499,bkg
-0.0233, 1.86, 1.33,sig
-2.07, 0.755, 1.64,bkg
1.5, 0.507, 0.337,sig
-0.399, -1.13, 1.15,bkg
0.913, 1.67, 1.42,sig
-1.2, 0.115, 0.211,bkg
-0.408, 1.36, 0.487,sig
-1.04, 0.182, 1.52,bkg
2.98, -1.87, 1.13,sig
-0.0732, -0.744, 0.313,bkg
0.962, 0.596, 1.58,sig
-1.05, -0.219, 0.936,bkg
0.904, 0.602, 0.717,sig
-0.104, -1.08, 1.61,bkg
-0.424, 1.1, 0.285,sig
-1.03, -0.296, 0.956,bkg
1.17, -0.131, 0.00781,sig
-0.468, -0.0653, 0.131,bkg
-0.535, 1.96, 1.76,sig
-2.22, 0.756, 0.401,bkg
1.37, 0.0696, 1.31,sig
-1.04, -0.427, 0.966,bkg
0.742, 0.699, 0.304,sig
-0.744, -0.58, 1.51,bkg
0.846, -0.0317, 1.09,sig
-0.327, -0.657, 0.765,bkg
-0.639, 1.54, 0.0134,sig
-0.575, -1.57, 1.32,bkg
-0.148, 0.078, 0.598,sig
-0.663, 0.77, 0.397,bkg
2.81, -1.3, 0.877,sig
-1.62, 0.531, 0.551,bkg
1.01, -0.233, 0.669,sig
-1.43, 0.919, 0.947,bkg
1.98, -1.1, 0.746,sig
-1.71, 1.2, 1.71,bkg
2.57, -1.36, 0.247,sig
-1.89, -0.36, 0.745,bkg
0.842, 0.264, 1.99,sig
-0.635, -0.0709, 0.774,bkg
-0.564, 1.98, 0.801,sig
1.04, -1.34, 1.69,bkg
1.41, 1.18, 1.78,sig
0.0361, -1.04, 0.453,bkg
-1.15, 1.59, 0.151,sig
-1.55, 0.968, 0.353,bkg
2.44, -0.532, 1.43,sig
-0.562, -0.589, 0.0499,bkg
2.59, -1.1, 0.173,sig
-0.217, -1.41, 1.38,bkg
0.152, 0.591, 0.136,sig
-1.04, -0.0858, 1.16,bkg
1.12, 0.236, 0.833,sig
-1.26, -0.761, 1.79,bkg
0.812, -0.0451, 1.95,sig
-1.23, -0.137, 0.301,bkg
-0.393, 1.05, 1.04,sig
-1.25, -0.00371, 0.208,bkg
1.07, 0.214, 0.686,sig
-2.05, 0.175, 0.683,bkg
0.158, 1.06, 0.7,sig
0.203, -1.78, 0.0929,bkg
0.441, 0.285, 1.82,sig
-2.91, 1.57, 1.25,bkg
0.639, 0.814, 1.14,sig
0.47, -1.1, 1.8,bkg
3.4, -1.67, 1.84,sig
-0.65, -0.801, 0.582,bkg
1.0, 0.667, 1.33,sig
-0.608, -0.771, 0.134,bkg
0.439, 0.975, 0.655,sig
-0.539, 0.0912, 1.93,bkg
1.73, -0.691, 1.25,sig
1.61, -2.06, 0.537,bkg
1.89, -0.438, 1.78,sig
-1.31, 0.575, 1.23,bkg
1.94, -0.881, 1.57,sig
-1.62, 0.308, 1.47,bkg
2.49, -1.47, 1.92,sig
-1.25, -0.121, 1.7,bkg
3.4, -1.87, 0.585,sig
-1.11, 0.0463, 0.503,bkg
1.33, -0.0387, 1.74,sig
-1.06, -0.421, 1.6,bkg
0.4, 0.0435, 0.816,sig
-1.45, -0.131, 1.74,bkg
1.04, -0.591, 1.21,sig
-0.924, -0.265, 0.921,bkg
1.49, -0.1, 1.48,sig
-0.0739, -1.84, 1.93,bkg
1.68, -0.791, 0.0562,sig
-1.0, -0.46, 0.681,bkg
-0.0338, 0.968, 1.56,sig
-0.0112, -0.759, 0.845,bkg
1.15, -0.777, 1.52,sig
-1.86, 0.761, 1.71,bkg
0.521, 1.19, 0.902,sig
1.09, -2.32, 1.52,bkg
2.11, -0.248, 0.159,sig
-1.84, -0.178, 0.889,bkg
1.2, 0.835, 0.464,sig
-1.82, 0.595, 0.885,bkg
1.02, -0.0201, 1.89,sig
-1.79, 0.519, 0.958,bkg
-0.325, 1.93, 0.353,sig
0.969, -2.44, 0.869,bkg
-0.172, 0.84, 1.34,sig
-2.22, 0.803, 1.06,bkg
0.822, 0.696, 1.17,sig
1.28, -2.33, 0.834,bkg
-0.0906, 0.97, 0.695,sig
-2.19, 0.303, 0.0818,bkg
0.602, 1.11, 1.11,sig
-1.59, 0.876, 1.3,bkg
1.04, -0.0979, 1.06,sig
-0.359, -0.984, 1.52,bkg
0.509, 0.347, 0.387,sig
-0.267, -1.04, 0.96,bkg
1.24, -1.31, 0.0575,sig
-1.39, -0.144, 1.07,bkg
-0.266, 1.26, 1.6,sig
-1.18, 0.0876, 1.17,bkg
0.973, 1.65, 0.839,sig
0.311, -1.17, 1.39,bkg
0.68, 0.129, 1.32,sig
-1.94, 0.14, 0.594,bkg
0.596, 0.731, 1.7,sig
-0.452, -0.346, 1.07,bkg
1.11, -0.593, 1.52,sig
-1.56, -0.229, 0.519,bkg
-0.454, 2.54, 1.48,sig
-1.24, 0.41, 0.738,bkg
1.4, -0.591, 1.69,sig
-0.774, 0.246, 0.668,bkg
2.93, -1.43, 1.07,sig
-0.973, -0.518, 0.422,bkg
1.44, -0.687, 0.0128,sig
-0.662, -0.345, 0.658,bkg
0.679, -0.273, 0.686,sig
-0.00257, -0.368, 1.39,bkg
0.809, 0.816, 0.00483,sig
-2.04, 0.518, 0.777,bkg
1.94, -0.674, 1.61,sig
-1.95, 0.596, 0.875,bkg
-0.382, 1.18, 0.627,sig
0.815, -1.59, 0.767,bkg
0.331, 0.307, 0.938,sig
-1.68, 0.442, 0.207,bkg
1.97, -0.366, 1.61,sig
0.132, -2.26, 1.54,bkg
1.7, -1.09, 0.36,sig
0.618, -2.27, 1.59,bkg
-0.467, 2.2, 1.48,sig
-2.67, 1.0, 1.73,bkg
-0.423, 1.42, 0.754,sig
-1.52, 0.423, 0.379,bkg
0.736, 0.438, 0.832,sig
-1.15, 0.0802, 0.0304,bkg
2.72, -2.35, 0.151,sig
-2.88, 2.35, 0.744,bkg
0.262, 0.779, 0.0897,sig
-1.35, 0.474, 1.93,bkg
1.66, 0.046, 0.647,sig
0.46, -1.57, 0.528,bkg
0.965, 0.314, 1.77,sig
-1.09, 0.2, 0.096,bkg
0.421, -0.114, 1.45,sig
-2.1, 0.817, 0.691,bkg
1.59, -0.498, 1.45,sig
-0.376, -0.68, 0.614,bkg
0.176, 1.16, 0.887,sig
-1.6, 0.669, 1.87,bkg
1.49, -0.579, 0.649,sig
-3.22, 1.58, 0.851,bkg
-0.262, 2.2, 0.134,sig
-2.29, 1.15, 1.19,bkg
0.95, 0.262, 0.129,sig
-3.17, 2.55, 1.07,bkg
-0.367, 2.72, 0.724,sig
-0.343, 0.308, 1.13,bkg
0.0213, 1.98, 0.763,sig
-0.94, -0.476, 1.53,bkg
-0.441, 1.22, 1.25,sig
-0.033, -2.01, 1.59,bkg
-0.122, 1.09, 1.72,sig
-2.51, 0.999, 1.44,bkg
0.436, 0.282, 1.83,sig
-0.233, -0.659, 0.987,bkg
3.13, -1.45, 1.4,sig
0.999, -2.69, 1.15,bkg
1.31, 0.136, 1.44,sig
-0.652, -0.0681, 1.52,bkg
1.7, -0.352, 0.456,sig
-1.89, -0.229, 1.53,bkg
1.59, -0.447, 0.598,sig
-1.02, 0.475, 1.35,bkg
0.223, 1.17, 2.0,sig
0.00296, -0.782, 1.28,bkg
0.754, 0.481, 0.63,sig
-1.72, -0.0645, 1.04,bkg
0.553, 0.567, 0.428,sig
-0.688, -0.625, 0.385,bkg
-0.0372, 1.94, 1.27,sig
-0.708, -0.268, 0.616,bkg
0.422, -0.267, 1.75,sig
-0.984, -0.278, 0.989,bkg
-0.619, 2.18, 1.14,sig
-2.52, 1.85, 1.43,bkg
1.49, -0.881, 0.688,sig
-1.47, 0.0312, 0.889,bkg
0.187, 0.469, 1.79,sig
-0.847, -0.149, 1.69,bkg
-0.224, 1.92, 0.47,sig
-0.81, -0.948, 1.76,bkg
